date,value
01/01/2013,1.97
02/01/2013,2.88
03/01/2013,3.8899999999999997
04/01/2013,4.88
05/01/2013,5.84
06/01/2013,6.8
07/01/2013,7.85
08/01/2013,8.94
09/01/2013,9.879999999999999
10/01/2013,10.889999999999999
11/01/2013,11.879999999999999
12/01/2013,12.86
13/01/2013,13.87
14/01/2013,14.819999999999999
15/01/2013,15.739999999999998
16/01/2013,16.599999999999998
17/01/2013,17.54
18/01/2013,18.5
19/01/2013,19.46
20/01/2013,20.42
21/01/2013,21.450000000000003
22/01/2013,22.490000000000002
23/01/2013,23.53
24/01/2013,24.43
25/01/2013,25.45
26/01/2013,26.46
27/01/2013,27.470000000000002
28/01/2013,28.430000000000003
29/01/2013,29.42
30/01/2013,30.490000000000002
31/01/2013,31.360000000000003
01/02/2013,32.35
02/02/2013,33.33
03/02/2013,34.379999999999995
04/02/2013,35.41
05/02/2013,36.419999999999995
06/02/2013,37.449999999999996
07/02/2013,38.58
08/02/2013,39.51
09/02/2013,40.54
10/02/2013,41.44
11/02/2013,42.37
12/02/2013,43.309999999999995
13/02/2013,44.269999999999996
14/02/2013,45.339999999999996
15/02/2013,46.41
16/02/2013,47.36
17/02/2013,48.269999999999996
18/02/2013,49.36
19/02/2013,50.3
20/02/2013,51.209999999999994
21/02/2013,52.129999999999995
22/02/2013,53.08
23/02/2013,54.03
24/02/2013,55.02
25/02/2013,56.03
26/02/2013,57.14
27/02/2013,58.160000000000004
28/02/2013,59.230000000000004
01/03/2013,60.28
02/03/2013,61.22
03/03/2013,62.29
04/03/2013,63.31
05/03/2013,64.31
06/03/2013,65.32000000000001
07/03/2013,66.25000000000001
08/03/2013,67.31000000000002
09/03/2013,68.22000000000001
10/03/2013,69.13000000000001
11/03/2013,70.16000000000001
12/03/2013,71.17000000000002
13/03/2013,72.22000000000001
14/03/2013,73.29
15/03/2013,74.26
16/03/2013,75.23
17/03/2013,76.3
18/03/2013,77.27
19/03/2013,78.27
20/03/2013,79.28
21/03/2013,80.27
22/03/2013,81.17999999999999
23/03/2013,82.11999999999999
24/03/2013,83.10999999999999
25/03/2013,84.13999999999999
26/03/2013,85.19999999999999
27/03/2013,86.24999999999999
28/03/2013,87.33999999999999
29/03/2013,88.33999999999999
30/03/2013,89.32
31/03/2013,90.36
01/04/2013,91.41
02/04/2013,92.35
03/04/2013,93.33999999999999
04/04/2013,94.35999999999999
05/04/2013,95.40999999999998
06/04/2013,96.40999999999998
07/04/2013,97.37999999999998
08/04/2013,98.38999999999999
09/04/2013,99.37999999999998
10/04/2013,100.33999999999997
11/04/2013,101.26999999999998
12/04/2013,102.32999999999998
13/04/2013,103.23999999999998
14/04/2013,104.16999999999999
15/04/2013,105.16999999999999
16/04/2013,106.17999999999999
17/04/2013,107.24
18/04/2013,108.28999999999999
19/04/2013,109.24999999999999
20/04/2013,110.25999999999999
21/04/2013,111.22999999999999
22/04/2013,112.25999999999999
23/04/2013,113.35
24/04/2013,114.44999999999999
25/04/2013,115.46999999999998
26/04/2013,116.40999999999998
27/04/2013,117.34999999999998
28/04/2013,118.30999999999997
29/04/2013,119.35999999999997
30/04/2013,120.34999999999997
01/05/2013,121.28999999999996
02/05/2013,122.34999999999997
03/05/2013,123.38999999999997
04/05/2013,124.40999999999997
05/05/2013,125.37999999999997
06/05/2013,126.45999999999997
07/05/2013,127.36999999999996
08/05/2013,128.41999999999996
09/05/2013,129.40999999999997
10/05/2013,130.44999999999996
11/05/2013,131.46999999999997
12/05/2013,132.47999999999996
13/05/2013,133.52999999999997
14/05/2013,134.60999999999999
15/05/2013,135.58999999999997
16/05/2013,136.64999999999998
17/05/2013,137.57999999999998
18/05/2013,138.61999999999998
19/05/2013,139.58999999999997
20/05/2013,140.64
21/05/2013,141.64
22/05/2013,142.57
23/05/2013,143.68
24/05/2013,144.70000000000002
25/05/2013,145.69000000000003
26/05/2013,146.82000000000002
27/05/2013,147.78000000000003
28/05/2013,148.86000000000004
29/05/2013,149.92000000000004
30/05/2013,150.91000000000005
31/05/2013,151.89000000000004
01/06/2013,152.88000000000005
02/06/2013,153.81000000000006
03/06/2013,154.78000000000006
04/06/2013,155.67000000000004
05/06/2013,156.62000000000003
06/06/2013,157.56000000000003
07/06/2013,158.53000000000003
08/06/2013,159.48000000000002
09/06/2013,160.41000000000003
10/06/2013,161.45000000000002
11/06/2013,162.4
12/06/2013,163.44
13/06/2013,164.4
14/06/2013,165.38
15/06/2013,166.35999999999999
16/06/2013,167.38
17/06/2013,168.42
18/06/2013,169.39
19/06/2013,170.45
20/06/2013,171.45999999999998
21/06/2013,172.43999999999997
22/06/2013,173.46999999999997
23/06/2013,174.59999999999997
24/06/2013,175.56999999999996
25/06/2013,176.55999999999997
26/06/2013,177.49999999999997
27/06/2013,178.48999999999998
28/06/2013,179.45999999999998
29/06/2013,180.51999999999998
30/06/2013,181.51
01/07/2013,182.5
02/07/2013,183.52
03/07/2013,184.55
04/07/2013,185.5
05/07/2013,186.48
06/07/2013,187.47
07/07/2013,188.39
08/07/2013,189.35999999999999
09/07/2013,190.30999999999997
10/07/2013,191.34999999999997
11/07/2013,192.30999999999997
12/07/2013,193.28999999999996
13/07/2013,194.32999999999996
14/07/2013,195.33999999999995
15/07/2013,196.31999999999994
16/07/2013,197.28999999999994
17/07/2013,198.30999999999995
18/07/2013,199.43999999999994
19/07/2013,200.39999999999995
20/07/2013,201.41999999999996
21/07/2013,202.41999999999996
22/07/2013,203.46999999999997
23/07/2013,204.55999999999997
24/07/2013,205.57999999999998
25/07/2013,206.51
26/07/2013,207.47
27/07/2013,208.48
28/07/2013,209.45
29/07/2013,210.51
30/07/2013,211.45
31/07/2013,212.45999999999998
01/08/2013,213.51
02/08/2013,214.51
03/08/2013,215.53
04/08/2013,216.47
05/08/2013,217.47
06/08/2013,218.51
07/08/2013,219.57999999999998
08/08/2013,220.60999999999999
09/08/2013,221.54999999999998
10/08/2013,222.46999999999997
11/08/2013,223.47999999999996
12/08/2013,224.44999999999996
13/08/2013,225.40999999999997
14/08/2013,226.35999999999996
15/08/2013,227.40999999999997
16/08/2013,228.44999999999996
17/08/2013,229.37999999999997
18/08/2013,230.33999999999997
19/08/2013,231.34999999999997
20/08/2013,232.37999999999997
21/08/2013,233.27999999999997
22/08/2013,234.23999999999998
23/08/2013,235.26
24/08/2013,236.26
25/08/2013,237.26
26/08/2013,238.35
27/08/2013,239.41
28/08/2013,240.35999999999999
29/08/2013,241.35
30/08/2013,242.34
31/08/2013,243.29
01/09/2013,244.35999999999999
02/09/2013,245.32
03/09/2013,246.39
04/09/2013,247.39
05/09/2013,248.38
06/09/2013,249.45
07/09/2013,250.48999999999998
08/09/2013,251.48999999999998
09/09/2013,252.46999999999997
10/09/2013,253.39999999999998
11/09/2013,254.40999999999997
12/09/2013,255.39999999999998
13/09/2013,256.39
14/09/2013,257.4
15/09/2013,258.42999999999995
16/09/2013,259.49999999999994
17/09/2013,260.48999999999995
18/09/2013,261.40999999999997
19/09/2013,262.29999999999995
20/09/2013,263.27
21/09/2013,264.25
22/09/2013,265.21
23/09/2013,266.23999999999995
24/09/2013,267.28
25/09/2013,268.34999999999997
26/09/2013,269.30999999999995
27/09/2013,270.25999999999993
28/09/2013,271.2699999999999
29/09/2013,272.2699999999999
30/09/2013,273.37999999999994
01/10/2013,274.34999999999997
02/10/2013,275.29999999999995
03/10/2013,276.40999999999997
04/10/2013,277.49999999999994
05/10/2013,278.42999999999995
06/10/2013,279.41999999999996
07/10/2013,280.41999999999996
08/10/2013,281.41999999999996
09/10/2013,282.39
10/10/2013,283.36
11/10/2013,284.39
12/10/2013,285.34999999999997
13/10/2013,286.34999999999997
14/10/2013,287.29999999999995
15/10/2013,288.37999999999994
16/10/2013,289.4599999999999
17/10/2013,290.44999999999993
18/10/2013,291.43999999999994
19/10/2013,292.4599999999999
20/10/2013,293.4599999999999
21/10/2013,294.4699999999999
22/10/2013,295.5899999999999
23/10/2013,296.5899999999999
24/10/2013,297.5499999999999
25/10/2013,298.6399999999999
26/10/2013,299.6399999999999
27/10/2013,300.6399999999999
28/10/2013,301.65999999999985
29/10/2013,302.6999999999999
30/10/2013,303.65999999999985
31/10/2013,304.65999999999985
01/11/2013,305.6999999999999
02/11/2013,306.6799999999999
03/11/2013,307.7399999999999
04/11/2013,308.7199999999999
05/11/2013,309.7499999999999
06/11/2013,310.7599999999999
07/11/2013,311.7599999999999
08/11/2013,312.8199999999999
09/11/2013,313.77999999999986
10/11/2013,314.76999999999987
11/11/2013,315.6999999999999
12/11/2013,316.7599999999999
13/11/2013,317.7299999999999
14/11/2013,318.69999999999993
15/11/2013,319.7099999999999
16/11/2013,320.7699999999999
17/11/2013,321.88999999999993
18/11/2013,322.9099999999999
19/11/2013,323.87999999999994
20/11/2013,324.94999999999993
21/11/2013,325.9799999999999
22/11/2013,326.9899999999999
23/11/2013,327.9799999999999
24/11/2013,328.94999999999993
25/11/2013,329.9599999999999
26/11/2013,330.9599999999999
27/11/2013,331.9199999999999
28/11/2013,332.9499999999999
29/11/2013,333.97999999999985
30/11/2013,334.95999999999987
01/12/2013,336.0699999999999
02/12/2013,337.0699999999999
03/12/2013,338.0699999999999
04/12/2013,339.01999999999987
05/12/2013,340.09999999999985
06/12/2013,341.08999999999986
07/12/2013,342.14999999999986
08/12/2013,343.16999999999985
09/12/2013,344.27999999999986
10/12/2013,345.28999999999985
11/12/2013,346.24999999999983
12/12/2013,347.2699999999998
13/12/2013,348.2699999999998
14/12/2013,349.2699999999998
15/12/2013,350.2299999999998
16/12/2013,351.2699999999998
17/12/2013,352.30999999999983
18/12/2013,353.24999999999983
19/12/2013,354.15999999999985
20/12/2013,355.10999999999984
21/12/2013,356.23999999999984
22/12/2013,357.17999999999984
23/12/2013,358.10999999999984
24/12/2013,359.05999999999983
25/12/2013,360.05999999999983
26/12/2013,361.09999999999985
27/12/2013,362.08999999999986
28/12/2013,363.15999999999985
29/12/2013,364.1899999999998
30/12/2013,365.15999999999985
31/12/2013,366.08999999999986
01/01/2014,367.08999999999986
02/01/2014,368.08999999999986
03/01/2014,369.1399999999999
04/01/2014,370.07999999999987
05/01/2014,371.08999999999986
06/01/2014,372.07999999999987
07/01/2014,373.0699999999999
08/01/2014,374.0499999999999
09/01/2014,375.1099999999999
10/01/2014,376.1499999999999
11/01/2014,377.1699999999999
12/01/2014,378.1199999999999
13/01/2014,379.20999999999987
14/01/2014,380.20999999999987
15/01/2014,381.23999999999984
16/01/2014,382.20999999999987
17/01/2014,383.2499999999999
18/01/2014,384.2599999999999
19/01/2014,385.34999999999985
20/01/2014,386.32999999999987
21/01/2014,387.32999999999987
22/01/2014,388.33999999999986
23/01/2014,389.28999999999985
24/01/2014,390.26999999999987
25/01/2014,391.2599999999999
26/01/2014,392.2399999999999
27/01/2014,393.3099999999999
28/01/2014,394.32999999999987
29/01/2014,395.32999999999987
30/01/2014,396.2399999999999
31/01/2014,397.2299999999999
01/02/2014,398.1599999999999
02/02/2014,399.12999999999994
03/02/2014,400.11999999999995
04/02/2014,401.13999999999993
05/02/2014,402.0899999999999
06/02/2014,403.12999999999994
07/02/2014,404.1499999999999
08/02/2014,405.1699999999999
09/02/2014,406.1799999999999
10/02/2014,407.1799999999999
11/02/2014,408.1699999999999
12/02/2014,409.1799999999999
13/02/2014,410.2499999999999
14/02/2014,411.1599999999999
15/02/2014,412.12999999999994
16/02/2014,413.0899999999999
17/02/2014,414.0999999999999
18/02/2014,415.0999999999999
19/02/2014,416.1499999999999
20/02/2014,417.0999999999999
21/02/2014,418.0599999999999
22/02/2014,418.9899999999999
23/02/2014,419.9999999999999
24/02/2014,420.9999999999999
25/02/2014,422.0499999999999
26/02/2014,423.0699999999999
27/02/2014,424.07999999999987
