date,value
01/01/2013,2.01
02/01/2013,3.08
03/01/2013,4.03
04/01/2013,4.970000000000001
05/01/2013,5.930000000000001
06/01/2013,6.9
07/01/2013,7.930000000000001
08/01/2013,8.89
09/01/2013,9.850000000000001
10/01/2013,10.820000000000002
11/01/2013,11.850000000000001
12/01/2013,12.900000000000002
13/01/2013,13.950000000000003
14/01/2013,15.020000000000003
15/01/2013,16.030000000000005
16/01/2013,17.100000000000005
17/01/2013,18.110000000000007
18/01/2013,19.240000000000006
19/01/2013,20.260000000000005
20/01/2013,21.200000000000006
21/01/2013,22.150000000000006
22/01/2013,23.170000000000005
23/01/2013,24.170000000000005
24/01/2013,25.190000000000005
25/01/2013,26.190000000000005
26/01/2013,27.110000000000007
27/01/2013,28.070000000000007
28/01/2013,29.10000000000001
29/01/2013,30.08000000000001
30/01/2013,31.11000000000001
31/01/2013,32.12000000000001
01/02/2013,33.180000000000014
02/02/2013,34.15000000000001
03/02/2013,35.19000000000001
04/02/2013,36.22000000000001
05/02/2013,37.180000000000014
06/02/2013,38.20000000000002
07/02/2013,39.180000000000014
08/02/2013,40.180000000000014
09/02/2013,41.12000000000001
10/02/2013,42.15000000000001
11/02/2013,43.15000000000001
12/02/2013,44.15000000000001
13/02/2013,45.110000000000014
14/02/2013,46.070000000000014
15/02/2013,47.13000000000002
16/02/2013,48.06000000000002
17/02/2013,49.13000000000002
18/02/2013,50.110000000000014
19/02/2013,51.110000000000014
20/02/2013,52.15000000000001
21/02/2013,53.140000000000015
22/02/2013,54.13000000000002
23/02/2013,55.09000000000002
24/02/2013,56.01000000000002
25/02/2013,57.08000000000002
26/02/2013,58.09000000000002
27/02/2013,59.16000000000002
28/02/2013,60.11000000000002
01/03/2013,61.08000000000002
02/03/2013,62.12000000000002
03/03/2013,63.14000000000002
04/03/2013,64.10000000000002
05/03/2013,65.11000000000003
06/03/2013,66.06000000000003
07/03/2013,67.05000000000003
08/03/2013,68.12000000000002
09/03/2013,69.16000000000003
10/03/2013,70.16000000000003
11/03/2013,71.12000000000002
12/03/2013,72.13000000000002
13/03/2013,73.06000000000003
14/03/2013,73.99000000000004
15/03/2013,75.13000000000004
16/03/2013,76.17000000000004
17/03/2013,77.13000000000004
18/03/2013,78.15000000000003
19/03/2013,79.18000000000004
20/03/2013,80.26000000000003
21/03/2013,81.22000000000003
22/03/2013,82.23000000000003
23/03/2013,83.11000000000003
24/03/2013,84.14000000000003
25/03/2013,85.11000000000003
26/03/2013,86.12000000000003
27/03/2013,87.09000000000003
28/03/2013,88.20000000000003
29/03/2013,89.12000000000003
30/03/2013,90.18000000000004
31/03/2013,91.28000000000003
01/04/2013,92.28000000000003
02/04/2013,93.36000000000003
03/04/2013,94.40000000000003
04/04/2013,95.42000000000003
05/04/2013,96.38000000000002
06/04/2013,97.51000000000002
07/04/2013,98.47000000000001
08/04/2013,99.44000000000001
09/04/2013,100.48000000000002
10/04/2013,101.56000000000002
11/04/2013,102.56000000000002
12/04/2013,103.59000000000002
13/04/2013,104.55000000000001
14/04/2013,105.48000000000002
15/04/2013,106.47000000000001
16/04/2013,107.43
17/04/2013,108.53
18/04/2013,109.58
19/04/2013,110.66
20/04/2013,111.71
21/04/2013,112.77999999999999
22/04/2013,113.80999999999999
23/04/2013,114.85
24/04/2013,115.86
25/04/2013,116.9
26/04/2013,117.95
27/04/2013,118.95
28/04/2013,119.99000000000001
29/04/2013,120.95
30/04/2013,121.89
01/05/2013,122.91
02/05/2013,123.89
03/05/2013,124.86
04/05/2013,125.92999999999999
05/05/2013,126.94
06/05/2013,128.01
07/05/2013,129.06
08/05/2013,130.11
09/05/2013,131.09
10/05/2013,132.13
11/05/2013,133.1
12/05/2013,134.16
13/05/2013,135.14
14/05/2013,136.23999999999998
15/05/2013,137.23
16/05/2013,138.29999999999998
17/05/2013,139.27999999999997
18/05/2013,140.25999999999996
19/05/2013,141.28999999999996
20/05/2013,142.29999999999995
21/05/2013,143.24999999999994
22/05/2013,144.24999999999994
23/05/2013,145.23999999999995
24/05/2013,146.20999999999995
25/05/2013,147.20999999999995
26/05/2013,148.19999999999996
27/05/2013,149.20999999999995
28/05/2013,150.27999999999994
29/05/2013,151.30999999999995
30/05/2013,152.24999999999994
31/05/2013,153.26999999999995
01/06/2013,154.19999999999996
02/06/2013,155.30999999999997
03/06/2013,156.31999999999996
04/06/2013,157.27999999999997
05/06/2013,158.32999999999998
06/06/2013,159.35999999999999
07/06/2013,160.39999999999998
08/06/2013,161.37999999999997
09/06/2013,162.38999999999996
10/06/2013,163.33999999999995
11/06/2013,164.44999999999996
12/06/2013,165.46999999999997
13/06/2013,166.46999999999997
14/06/2013,167.50999999999996
15/06/2013,168.47999999999996
16/06/2013,169.40999999999997
17/06/2013,170.42999999999998
18/06/2013,171.37999999999997
19/06/2013,172.38999999999996
20/06/2013,173.40999999999997
21/06/2013,174.32999999999996
22/06/2013,175.33999999999995
23/06/2013,176.31999999999994
24/06/2013,177.31999999999994
25/06/2013,178.27999999999994
26/06/2013,179.25999999999993
27/06/2013,180.19999999999993
28/06/2013,181.15999999999994
29/06/2013,182.21999999999994
30/06/2013,183.31999999999994
01/07/2013,184.37999999999994
02/07/2013,185.40999999999994
03/07/2013,186.40999999999994
04/07/2013,187.44999999999993
05/07/2013,188.46999999999994
