date,value
01/01/2013,2.02
02/01/2013,3.0
03/01/2013,3.95
04/01/2013,4.8500000000000005
05/01/2013,5.890000000000001
06/01/2013,6.91
07/01/2013,7.98
08/01/2013,8.940000000000001
09/01/2013,9.940000000000001
10/01/2013,10.96
11/01/2013,11.940000000000001
12/01/2013,12.900000000000002
13/01/2013,13.920000000000002
14/01/2013,14.900000000000002
15/01/2013,15.920000000000002
16/01/2013,17.03
17/01/2013,18.060000000000002
18/01/2013,19.090000000000003
19/01/2013,20.080000000000002
20/01/2013,21.110000000000003
21/01/2013,22.060000000000002
22/01/2013,23.03
23/01/2013,24.05
24/01/2013,25.03
25/01/2013,26.02
26/01/2013,27.009999999999998
27/01/2013,27.95
28/01/2013,28.88
29/01/2013,29.79
30/01/2013,30.8
31/01/2013,31.8
01/02/2013,32.78
02/02/2013,33.68
03/02/2013,34.66
04/02/2013,35.66
05/02/2013,36.73
06/02/2013,37.68
07/02/2013,38.72
08/02/2013,39.66
09/02/2013,40.63999999999999
10/02/2013,41.60999999999999
11/02/2013,42.56999999999999
12/02/2013,43.60999999999999
13/02/2013,44.53999999999999
14/02/2013,45.559999999999995
15/02/2013,46.55
16/02/2013,47.419999999999995
17/02/2013,48.37
18/02/2013,49.37
19/02/2013,50.37
20/02/2013,51.43
21/02/2013,52.38
22/02/2013,53.34
23/02/2013,54.28
24/02/2013,55.26
25/02/2013,56.28
26/02/2013,57.29
27/02/2013,58.29
28/02/2013,59.339999999999996
01/03/2013,60.339999999999996
02/03/2013,61.449999999999996
03/03/2013,62.38999999999999
04/03/2013,63.43999999999999
05/03/2013,64.42999999999999
06/03/2013,65.33999999999999
07/03/2013,66.35
08/03/2013,67.33
09/03/2013,68.35
10/03/2013,69.36
11/03/2013,70.3
12/03/2013,71.36
13/03/2013,72.31
14/03/2013,73.3
15/03/2013,74.27
16/03/2013,75.31
17/03/2013,76.36
18/03/2013,77.33
19/03/2013,78.35
20/03/2013,79.27
21/03/2013,80.28999999999999
22/03/2013,81.22
23/03/2013,82.25
24/03/2013,83.29
25/03/2013,84.18
26/03/2013,85.13000000000001
27/03/2013,86.2
28/03/2013,87.21000000000001
29/03/2013,88.22000000000001
30/03/2013,89.23000000000002
31/03/2013,90.29000000000002
01/04/2013,91.33000000000003
02/04/2013,92.40000000000002
03/04/2013,93.39000000000001
04/04/2013,94.32000000000002
05/04/2013,95.26000000000002
06/04/2013,96.20000000000002
07/04/2013,97.26000000000002
08/04/2013,98.26000000000002
09/04/2013,99.31000000000002
10/04/2013,100.23000000000002
11/04/2013,101.23000000000002
12/04/2013,102.18000000000002
13/04/2013,103.18000000000002
14/04/2013,104.13000000000002
15/04/2013,105.18000000000002
16/04/2013,106.12000000000002
17/04/2013,107.07000000000002
18/04/2013,108.14000000000001
19/04/2013,109.07000000000002
