date,value
01/01/2013,1.0000854744467123
02/01/2013,1.0021301338792492
03/01/2013,1.004444706539014
04/01/2013,1.0041877148287428
05/01/2013,1.0061765861369234
06/01/2013,1.0066864429116045
07/01/2013,1.0087337102811682
08/01/2013,1.0103999522840186
09/01/2013,1.0114988210556202
10/01/2013,1.0134089462463296
11/01/2013,1.014324213826963
12/01/2013,1.0160773920794228
13/01/2013,1.0187708384930836
14/01/2013,1.0190191396438744
15/01/2013,1.0196663996023951
16/01/2013,1.0212019187611474
17/01/2013,1.0213175862359518
18/01/2013,1.0219261070252712
19/01/2013,1.0213822037491556
20/01/2013,1.0238970519304895
21/01/2013,1.0235265648291767
22/01/2013,1.0251888737466643
23/01/2013,1.026811031935876
24/01/2013,1.028649373803138
25/01/2013,1.0307294386935355
26/01/2013,1.0331166482225227
27/01/2013,1.0355634028954686
28/01/2013,1.0357403372658478
29/01/2013,1.035639525820287
30/01/2013,1.037813781545108
31/01/2013,1.03792984497068
01/02/2013,1.0390433945775748
02/02/2013,1.041972421827536
03/02/2013,1.040985321829287
04/02/2013,1.0421939694138282
05/02/2013,1.0444948160501437
06/02/2013,1.0482892136341582
07/02/2013,1.0489767585041023
08/02/2013,1.0501692126039432
09/02/2013,1.0519934095087058
10/02/2013,1.0518306586946566
11/02/2013,1.05377329615937
12/02/2013,1.0537526550558887
13/02/2013,1.0539245216523414
14/02/2013,1.054999763994663
15/02/2013,1.0560177216978377
16/02/2013,1.0561683208612285
17/02/2013,1.055819307187203
18/02/2013,1.055428625139517
19/02/2013,1.0553773294188715
20/02/2013,1.057006700497014
21/02/2013,1.0577182874088131
22/02/2013,1.0575231140849684
23/02/2013,1.056521313413085
24/02/2013,1.0591995755223254
25/02/2013,1.059487345371061
26/02/2013,1.0577519355322895
27/02/2013,1.0565366799442477
28/02/2013,1.0550194262631458
01/03/2013,1.055489298033568
02/03/2013,1.0566035277133334
03/03/2013,1.0576101557346225
04/03/2013,1.058647762365585
05/03/2013,1.0598350245475456
06/03/2013,1.062491350687034
07/03/2013,1.0645919875319496
08/03/2013,1.068236654253698
09/03/2013,1.070110222779432
10/03/2013,1.0725887515582095
11/03/2013,1.0739468053485468
12/03/2013,1.074959874555358
13/03/2013,1.0774511623971017
14/03/2013,1.0786627465877758
15/03/2013,1.0799678664160872
16/03/2013,1.0797934853614424
17/03/2013,1.0816811139361562
